"loinc", "TFC", "TestName"
2458-8,IGA,Immunoglobulin A
2458-8,IGA,Immunoglobulin A
2458-8,IGA,Immunoglobulin A
2458-8,IGA,Immunoglobulin A
2458-8,IGAB,Immunoglobulin IgA
56688-5,IGD,Immunoglobulin D
56688-5,IGD,Immunoglobulin D
56688-5,IGD,Immunoglobulin D
19113-0,IGE,TOTAL IMMUNOGLOBULIN E
19113-0,IGE,TOTAL IMMUNOGLOBULIN E
19113-0,IGE,TOTAL IMMUNOGLOBULIN E
19113-0,IGE,TOTAL IMMUNOGLOBULIN E
19113-0,IGE,TOTAL IMMUNOGLOBULIN E
29775-4,IGF1,Insulin-like Growth Factor 1
29775-4,IGF1,Insulin-like Growth Factor 1
29775-4,IGF1,Insulin-like Growth Factor 1
29775-4,IGF1,Insulin-like Growth Factor 1
29775-4,IGF1,Insulin-like Growth Factor 1
29775-4,IGF1,Insulin-like Growth Factor 1
2485-1,IGF2,IGF-II
2485-1,IGF2,IGF-II
2483-6,IGF3,IGF BP-3
2483-6,IGF3,IGF BP-3
2483-6,IGF3,IGF BP-3
2465-3,IGG,Immunoglobulin G
2465-3,IGG,Immunoglobulin G
2465-3,IGG,Immunoglobulin G
2465-3,IGG,Immunoglobulin G
2465-3,IGG,Immunoglobulin G
2465-3,IGG,Immunoglobulin G
LOC_ESOGEN,IGHV,IgVh mutational analysis
2472-9,IGM,Immunoglobulin M
2472-9,IGM,Immunoglobulin M
2472-9,IGM,Immunoglobulin M
2472-9,IGM,Immunoglobulin M
2472-9,IGM,Immunoglobulin M
2472-9,IGM,Immunoglobulin M
763-3,IGP,Immature granulocyte count %
LOC_ESO,IHCS,Immunofluorescence-skin biopsy
34319-4,IHIB,Inhibin B
34319-4,IHIB,Inhibin B
26848-2,IL10,Interleukin-10
60279-7,IL28,Interleukin 28B genotype
26881-3,IL6,Interleukin-6
26881-3,IL6,Interleukin-6
33211-4,IL8,Interleukin-8
LOC_ESO,ILGT,rs1297860 Genotype
47217-5,IMC2,C3-Binding Immune Complexes
48419-6,IMCP,C1-Binding Immune Complexes
8072-1,INAB,Insulin Antibodies
2481-0,INAB,Insulin Antibodies
8072-1,INAB,Insulin Antibodies
8072-1,INAB,Insulin Antibodies
31437-7,INAG,Influenza A IgG
2474-5,INDI,Urinary Indicans
2474-5,INDI,Urinary Indicans
5802-4,INDN,Nitrite
32710-6,INDN,Nitrite
72623-2,INF1,Infliximab Abs
39803-2,INF2,Infliximab Level
39803-2,INF2,Infliximab Level
72623-2,INF3,Infliximab Abs Quant
LOC_ESO,INFA,INFLUENZA A VIRUS RNA
39803-2,INFL,Infliximal measurement
39803-2,INFL,Infliximal measurement
21416-3,INGU,N.Gonorrhoeae urine INTERNAL
23883-2,INH,Inhibin A
34319-4,INIB,Inhibin
34319-4,INIB,Inhibin
6301-6,INR,INR
6301-6,INR,INR
6301-6,INR,INR
6301-6,INR,INR
6301-6,INR,INR
6301-6,INR,INR
6301-6,INR1,INR
6301-6,INR1,INR
6301-6,INR1,INR
47659-8,INS2,
14796-7,INSC,Insulin (curve)
14796-7,INSU,Insulin
14796-7,INSU,Insulin
14796-7,INSU,Insulin
27873-9,INSU,Insulin
14796-7,INSU,Insulin
56539-0,INT,Intrinsic Factor Abs result
71693-6,IPF,Immature Platelet Fractions
71693-6,IPF,Immature Platelet Fractions
71693-6,IPF,Immature Platelet Fractions
14866-8,IPTH,Intraoperative PTH
14866-8,IPTH,Intraoperative PTH
LOC_ESO,IRT,Immunoreactive trypsin
20662-3,ISAC,ISAC Allergy Component Test
LOC_COMP,ISAC,ISAC Allergy Component Test
21416-3,ISGO,N.Gonorrhoeae swab INTERNAL
24111-7,ISGO,N.Gonorrhoeae swab INTERNAL
24111-7,ISGO,N.Gonorrhoeae swab INTERNAL
19146-0,ISID,Isolate identification
19146-0,ISID,Isolate identification
5910-5,ISOL,Isolate referral
35729-3,ISPC,C.trachomatis swab INTERNAL
34708-8,ISPC,C.trachomatis swab INTERNAL
35729-3,ISPC,C.trachomatis swab INTERNAL
731-0,ISUM,Absolute Lymphocyte Count
10989-2,ITRA,Itraconazole
10989-2,ITRA,Itraconazole
10989-2,ITRA,Itraconazole
10989-2,ITRA,Itraconazole
10989-2,ITRR,Iraconazole (refs)
75269-1,IUDC,Culture & Sensitivity Report
77193-1,IUDC,Culture & Sensitivity Report
9816-0,IUDI,IUCD isolate
48712-4,IUDM,Gram stain
43399-5,JAK2,Jak2 V617F mutation
63421-2,JAK2,Jak2 V617F mutation
63421-2,JAK2,Jak2 V617F mutation
LOC_ESOGEN,JAK2,Jak2 V617F mutation
32363-4,JCNA,JC VIRUS
32363-4,JCPC,JC virus by PCR
32363-4,JCPV,JC Virus PCR (CSF)
32363-4,JCPV,JC Virus PCR (CSF)
32363-4,JCPV,JC Virus PCR (CSF)
5234-0,JO1,Anti Jo 1
5234-0,JO1,Anti Jo 1
5234-0,JO1,Anti Jo 1
5234-0,JO1,Anti Jo 1
5234-0,JO1,Anti Jo 1
5234-0,JO1,Anti Jo 1
2823-3,K,Potassium
2823-3,K,Potassium
2823-3,K,Potassium
2823-3,K,Potassium
2823-3,K,Potassium
2823-3,K,Potassium
29770-5,KARY,Karyotyping
29770-5,KARY,Karyotyping
29770-5,KARY,Karyotyping
32140-6,KLEI,Kleihauer Test
2161-8,KRER,Creatinine
32364-2,KSNA,Kaposi's Sarcoma (HHV-8) DNA
32364-2,KSV2,KS (HHV-8) DNA
2829-0,KX,Urine potassium output
20394-3,L,Lipaemic Index
20394-3,L,Lipaemic Index
20394-3,L,Lipaemic Index
20394-3,L,Lipaemic Index
20394-3,L,Lipaemic Index
5353-8,LA,Anti La (SS/B)
5353-8,LA,Anti La (SS/B)
5353-8,LA,Anti La (SS/B)
5353-8,LA,Anti La (SS/B)
5353-8,LA,Anti La (SS/B)
2524-7,LACG,Lactose Intolerance Gene
LOC_ESO,LACO,Lacosamide
2524-7,LACT,Lactic acid
2524-7,LACT,Lactic acid
2524-7,LACT,Lactic acid
2524-7,LACT,Lactic acid
2524-7,LACT,Lactic acid
2524-7,LACT,Lactic acid
22745-4,LALC,Legal Alcohol
12805-8,LALP,Liver ALP
6948-4,LAMO,Lamotrigine
6948-4,LAMO,Lamotrigine
6948-4,LAMO,Lamotrigine
6948-4,LAMO,Lamotrigine
LOC_ESO,LAX,Urine for Laxative screening
17051-4,LAXA,Urine laxative screen
21613-5,LCHL,Chlamydia trachomatis PCR
3281-3,LCOM,"  Comment:"
51710-2,LCOM,"  Comment:"
14804-9,LDH,Lactate Dehydrogenase
14804-9,LDH,Lactate Dehydrogenase
14804-9,LDH,Lactate Dehydrogenase
14804-9,LDH,Lactate Dehydrogenase
14804-9,LDH,Lactate Dehydrogenase
14804-9,LDH,Lactate Dehydrogenase
5910-5,LDHI,LDH Isoenzymes
39469-2,LDL,LDL Cholesterol
39469-2,LDL,LDL Cholesterol
39469-2,LDL,LDL Cholesterol
39469-2,LDL,LDL Cholesterol
39469-2,LDL,LDL Cholesterol
49027-6,LDL7,LDL subfractions
LOC_ESO,LDL7,LDL subfractions
39469-2,LDLF,Fasting LDL Cholesterol
39469-2,LDLF,Fasting LDL Cholesterol
39469-2,LDLU,LDL Cholesterol
48311-5,LE,Lysosomal Enzyme Screen
48311-5,LE,Lysosomal Enzyme Screen
77307-7,LEAD,Blood Lead
25459-9,LEAD,Blood Lead
77307-7,LEAD,Blood Lead
77307-7,LEAD,Blood Lead
77307-7,LEAW,Blood Lead REF LAB RESULT ug/L
23202-5,LEEM,Leptospira IgM ELISA
32781-7,LEGA,Legionella antibodies
32781-7,LEGA,Legionella antibodies
6450-1,LEGO,Legionella pneumophilia
6450-1,LEGO,Legionella pneumophilia
6450-1,LEGO,Legionella pneumophilia
6450-1,LEGO,Legionella pneumophilia
593-4,LEGR,Culture Report:
32781-7,LEGU,Legionella antigen
32781-7,LEGU,Legionella antigen
32781-7,LEGU,Legionella antigen
593-4,LEGW,Legionella (REFS)
23154-8,LEIS,Leishmania serology
23154-8,LEIS,Leishmania serology
23196-9,LEP,Leptospira Antibodies
31487-2,LEP,Leptospira Antibodies
31487-2,LEP,Leptospira Antibodies
LOC_ESO,LEPP,Leptospira PCR
21365-2,LEPT,Leptin
21365-2,LEPT,Leptin
21365-2,LEPT,Leptin
6463-4,LEUI,Isolate
664-3,LEUM,Gram stain
30471-7,LEVE,Levetiracetam
30471-7,LEVE,Levetiracetam
22175-4,LGV,LGV Result
22175-4,LGV,LGV Result
LOC_ESO,LGVP,LGV PCR
21613-5,LGVP,LGV PCR
21613-5,LGVP,LGV PCR
10501-5,LH,Luteinising Hormone
10501-5,LH,Luteinising Hormone
10501-5,LH,Luteinising Hormone
10501-5,LH,Luteinising Hormone
10501-5,LH,Luteinising Hormone
10501-5,LH,Luteinising Hormone
10501-5,LH2,LH 20 mins
10501-5,LH6,LH 60 mins
10501-5,LHC,LH (curve)
3040-3,LIPA,Lipase
3040-3,LIPA,Lipase
3040-3,LIPA,Lipase
3040-3,LIPA,Lipase
3040-3,LIPA,Lipase
23210-8,LISA,Listeria antibodies
23210-8,LISA,Listeria antibodies
14334-7,LITH,Lithium
14334-7,LITH,Lithium
14334-7,LITH,Lithium
14334-7,LITH,Lithium
14334-7,LITH,Lithium
9838-4,LKM,LKM result
31159-7,LMWH,LMW Heparin
10835-7,LPA,Lipoprotein (a)
10835-7,LPA,Lipoprotein (a)
10835-7,LPA,Lipoprotein (a)
10835-7,LPA,Lipoprotein (a)
10835-7,LPA2,Lipoprotein a
10835-7,LPA2,Lipoprotein a
10835-7,LPA2,Lipoprotein a
10835-7,LPA2,Lipoprotein a
10835-7,LPA2,Lipoprotein a
10835-7,LPA2,Lipoprotein a
10835-7,LPOA,Lipoprotein a
10835-7,LPOA,Lipoprotein a
2550-2,LPR,Lactate / Pyruvate ratio
LOC_ESO,LR23,Liver RCE Complex II+III
LOC_ESO,LRC1,Liver RCE Complex I
LOC_ESO,LRC4,Liver RCE Complex IV
54029-4,LSA,Soluble Liver Antigen
LOC_ESO,LSA,Soluble Liver Antigen
32552-2,LSC,PK LOW SUBSTRATE CONC.
14749-6,LT15,Blood Glucose (15 mins)
14749-6,LT15,Blood Glucose (15 mins)
14749-6,LT15,Blood Glucose (15 mins)
14749-6,LT45,Blood Glucose (45 mins)
14749-6,LT45,Blood Glucose (45 mins)
14749-6,LT45,Blood Glucose (45 mins)
LOC_SAVE,LTSS,Long term save serum
LOC_SAVE,LTSS,Long term save serum
5297-7,LTX,Rheumatoid Factor (Latex)
5297-7,LTX,Rheumatoid Factor (Latex)
5297-7,LTX,Rheumatoid Factor (Latex)
15359-3,LUP1,"  DRVVT Test Ratio"
15359-3,LUP1,"  DRVVT Test Ratio"
15359-3,LUP1,"  DRVVT Test Ratio"
15359-3,LUP1,"  DRVVT Test Ratio"
15359-3,LUP2,"  DRVVT (corrected) ratio"
15359-3,LUP2,"  DRVVT (corrected) ratio"
15359-3,LUP2,"  DRVVT (corrected) ratio"
15359-3,LUP2,"  DRVVT (corrected) ratio"
15359-3,LUP3,"  DRVVT Confirm Test Ratio"
15359-3,LUP3,"  DRVVT Confirm Test Ratio"
15359-3,LUP3,"  DRVVT Confirm Test Ratio"
15359-3,LUP3,"  DRVVT Confirm Test Ratio"
6303-2,LUPE,"  DRVVT Confirm Patient"
6303-2,LUPE,"  DRVVT Confirm Patient"
6303-2,LUPE,"  DRVVT Confirm Patient"
6303-2,LUPE,"  DRVVT Confirm Patient"
3281-3,LUPF,"  Comment:"
3281-3,LUPF,"  Comment:"
3281-3,LUPF,"  Comment:"
15359-3,LUPG,"  Ratio correction"
15359-3,LUPG,"  Ratio correction"
15359-3,LUPG,"  Ratio correction"
15359-3,LUPG,"  Ratio correction"
34569-4,LUPH,"  DRVVT Patient"
34569-4,LUPH,"  DRVVT Patient"
34569-4,LUPH,"  DRVVT Patient"
34569-4,LUPH,"  DRVVT Patient"
5946-9,LUPL,"  DRVVT Normal control"
5946-9,LUPL,"  DRVVT Normal control"
5946-9,LUPL,"  DRVVT Normal control"
5946-9,LUPL,"  DRVVT Normal control"
43397-9,LUPM,"  DRVVT 50:50 (pt/normal)"
43397-9,LUPM,"  DRVVT 50:50 (pt/normal)"
43397-9,LUPM,"  DRVVT 50:50 (pt/normal)"
43397-9,LUPM,"  DRVVT 50:50 (pt/normal)"
53221-8,LUPN,"  DRVVT Normal control"
5946-9,LUPN,"  DRVVT Normal control"
53221-8,LUPN,"  DRVVT Normal control"
53221-8,LUPN,"  DRVVT Normal control"
731-0,LY,Lymphocytes
12781-1,LYMC,Clinical Comment:
11006-4,LYMC,Clinical Comment:
11031-2,LYMC,Clinical Comment:
731-0,LYMP," Lymphocytes"
731-0,LYMP," Lymphocytes"
731-0,LYMP," Lymphocytes"
731-0,LYMP," Lymphocytes"
731-0,LYMP," Lymphocytes"
LOC_ESOGEN,LYNC,Lynch Genetics test
74230-4,LYPT,Lymphocyte Cell Markers
5062-5,LYTG,Lyme IgG Antibodies
5062-5,LYTG,Lyme IgG Antibodies
40612-4,LYTM,Lyme IgM Antibodies
40612-4,LYTM,Lyme IgM Antibodies
49781-8,M2AB,M2 Mitochondrial Ab
33394-8,MAG,Myelin Ass. Glycoprot Ab's
33394-8,MAG1,Myelin assoc glycoprot.Ab's
33394-8,MAG1,Myelin assoc glycoprot.Ab's
33394-8,MAGA,MAG IgA IF
25954-9,MAGX,Urine magnesium output
25954-9,MAGX,Urine magnesium output
56968-1,MAL1,Malarial Antibodies EIA
25731-1,MALA,Malarial ab's F.A.T.
25731-1,MALA,Malarial ab's F.A.T.
25731-1,MALA,Malarial ab's F.A.T.
637-9,MALP,Malarial Parasites
637-9,MALP,Malarial Parasites
637-9,MALP,Malarial Parasites
637-9,MALP,Malarial Parasites
51865-4,MALS,P.Falciparum/ Vivax Antigen
56968-1,MALS,P.Falciparum/ Vivax Antigen
51865-4,MALS,P.Falciparum/ Vivax Antigen
49781-8,MAM2,M2 - Mitochondrial antibodies
49781-8,MAM2,M2 - Mitochondrial antibodies
49781-8,MAM2,M2 - Mitochondrial antibodies
LOC_ESO,MANA,Anti-nuclear antibody
25466-4,MANG,Manganese (serum)
25466-4,MANG,Manganese (serum)
25466-4,MANG,Manganese (serum)
25466-4,MANG,Manganese (serum)
5683-8,MANS,MANGANESE (Blood)
5683-8,MANS,MANGANESE (Blood)
25466-4,MANS,MANGANESE (Blood)
15358-5,MARC,Macromolecular amylase
2629-4,MASS,Methylmalonic Acid Serum
51865-4,MAT,Save serum for Dr Mather
58931-7,MAY2,"Mayo Test ID: FPRSG, C7030611"
58931-7,MAY2,"Mayo Test ID: FPRSG, C7030611"
13969-1,MB,CK-MB:total CK ratio
LOC_ESO,MBCK,CK MB
30152-3,MBL,Mannose binding lectin
30152-3,MBL,Mannose binding lectin
30152-3,MBL,Mannose binding lectin
30152-3,MBL,Mannose binding lectin
30152-3,MBL,Mannose binding lectin
30152-3,MBL,Mannose binding lectin
8082-0,MBPA,Myelin Basic Protein Ab's
786-4,MCGL," MCHC (g/L)"
786-4,MCGL," MCHC (g/L)"
786-4,MCGL," MCHC (g/L)"
785-6,MCH," MCH"
785-6,MCH," MCH"
785-6,MCH," MCH"
785-6,MCH," MCH"
785-6,MCH," MCH"
786-4,MCHC," MCHC"
786-4,MCHC," MCHC"
786-4,MCHC," MCHC"
786-4,MCHC," MCHC"
786-4,MCHN," MCHC"
786-4,MCHN," MCHC"
786-4,MCHU,MCH
785-6,MCHU,MCH
5256-3,MCM,Mycoplasma pneumoniae IgM
60219-3,MCOQ,Muscle Ubiquinone
787-2,MCV," MCV"
787-2,MCV," MCV"
787-2,MCV," MCV"
787-2,MCV," MCV"
787-2,MCV," MCV"
787-2,MCVU,MCV
580-1,MDEC,Complete?
580-1,MDEC,Complete?
580-1,MDEC,Complete?
70027-8,MDER,Dermatophyte PCR:
70027-8,MDER,Dermatophyte PCR:
70027-8,MDER,Dermatophyte PCR:
14267-9,MDMA,Blood MDMA (Ecstasy)
LOC_ESOGEN,MDNA,Mitochondrial DNA - Full Seq.
78702-8,MDR2,MDR Culture & Sensitivity
78702-8,MDR2,MDR Culture & Sensitivity
43409-2,MDR2,MDR Culture & Sensitivity
19146-0,MDR2,MDR Culture & Sensitivity
736-9,MDX%,Lymphocyte percentage
736-9,MDX%,Lymphocyte percentage
731-0,MDXL,Lymphocyte count
731-0,MDXL,Lymphocyte count
731-0,MDXL,Lymphocyte count
731-0,MDXL,Lymphocyte count
25421-9,MEAM,Measles IgM
25421-9,MEAM,Measles IgM
25421-9,MEAM,Measles IgM
25421-9,MEAM,Measles IgM
25421-9,MEAM,Measles IgM
5244-9,MEGR,Measles IgG Antibodies
11055-1,MEL,Melatonin (Serum)
LOC_ESOGEN,MEN1,Gene Test - MEN1
19259-1,MENA,N meningitidis gp A C Y W135
31915-2,MENB,N meningitidis gp B/E coli K1
6463-4,MENC,Culture
17322-9,MENI,Meningococcal Ab - Serology C
LOC_ESO,MEOH,Plasma Methanol
5687-9,MERC,MERCURY (Blood)
5687-9,MERC,MERCURY (Blood)
32330-3,MERC,MERCURY (Blood)
32330-3,MERC,MERCURY (Blood)
53606-0,MESP,Meningococcal PCR test:
19552-9,MET,"   Methadone"
739-3,MET,"   Methadone"
739-3,META," Metamyelocytes*"
25474-8,META," Metamyelocytes*"
739-3,META," Metamyelocytes*"
19552-9,METD,Urine methadone
19552-9,METD,Urine methadone
19552-9,METD,Urine methadone
2614-6,METH,Methaemoglobin
2614-6,METH,Methaemoglobin
2614-6,METU,Methaemoglobin Screen
11140-1,METU,Methaemoglobin Screen
14836-1,METX,Methotrexate
14836-1,METX,Methotrexate
14836-1,METX,Methotrexate
14836-1,METX,Methotrexate
14836-1,METX,Methotrexate
580-1,MFCC,Fungal Culture comment:
580-1,MFCC,Fungal Culture comment:
580-1,MFCC,Fungal Culture comment:
580-1,MFCI,Fungal isolate:
580-1,MFCI,Fungal isolate:
580-1,MFCI,Fungal isolate:
2601-3,MG,Magnesium
2601-3,MG,Magnesium
2601-3,MG,Magnesium
2601-3,MG,Magnesium
2601-3,MG,Magnesium
2601-3,MG,Magnesium
69935-5,MG2,Mycoplasma genitalium DNA(PCR)
69935-5,MG2,Mycoplasma genitalium DNA(PCR)
69935-5,MG2,Mycoplasma genitalium DNA(PCR)
27112-2,MG2,Mycoplasma genitalium DNA(PCR)
19123-9,MGB2,==============================
50873-9,MGCR,Magnesium / Creatinine ratio
69935-5,MGEN,Mycoplasma genitalium DNA PCR
69935-5,MGEN,Mycoplasma genitalium DNA PCR
19146-0,MGPC,Mycoplasma genitalium PCR
2601-3,MGW,Magnesium - Whole Blood
2601-3,MGWB,Magnesium - Whole Blood
19123-9,MGWB,Magnesium - Whole Blood
664-3,MHX,Gram stain:
56743-8,MI2,Anti-Mi2 Ab
10857-1,MIC,Microsporidia
10663-3,MICF,MIC
10663-3,MICF,MIC
LOC_ESO,MINE,MINERAL SCREEN - Serum
13317-3,MISO,Isolate(s)
17284-1,MIT,Mitochondrial Abs
LOC_ESOGEN,MITO,Mitochondrial DNA full seque.
26054-7,MITO,Mitochondrial DNA full seque.
56731-3,MJO1,Jo-1 antibodies
2630-2,MMA,Methylmalonic Acid Urine
2630-2,MMA,Methylmalonic Acid Urine
2161-8,MMA1,Creatinine
13776-0,MMAC,Methylmalonic Acid/ Creat.
5912-1,MMCK,CK MM
56743-8,MMI2,Mi-2 antibodies
21003-9,MMX,Microscopy:
21003-9,MMXC,Microscopy comment:
742-7,MO,Monocytes
LOC_ESOGEN,MOD2,Gene Test - MODY2 (GCK)
LOC_ESO,MOG,Myelin Oligoden. Glycoprotein
LOC_ESO,MOLY,Molybdenum
742-7,MONO," Monocytes"
742-7,MONO," Monocytes"
742-7,MONO," Monocytes"
742-7,MONO," Monocytes"
742-7,MONO," Monocytes"
637-9,MP,Malaria parasite screen.
48508-6,MPCR,Mycoplasma PCR
23301-5,MPCR,Mycoplasma PCR
23301-5,MPCR,Mycoplasma PCR
LOC_ESOGEN,MPL,MPL mutation
LOC_ESOGEN,MPL,MPL mutation
LOC_ESOGEN,MPLC,MPL gene common mutation
29257-3,MPNE,Mycoplasma pneu DNA
46266-3,MPO,ANCA: MPO Abs
46266-3,MPO,ANCA: MPO Abs
46266-3,MPO,ANCA: MPO Abs
46266-3,MPO,ANCA: MPO Abs
46266-3,MPO,ANCA: MPO Abs
29643-4,MPO,ANCA: MPO Abs
14875-9,MPPH,Plasma Phenylalanine (MS)
72680-2,MPRL,Macroprolactin
72680-2,MPRL,Macroprolactin
72680-2,MPRL,Macroprolactin
72680-2,MPRL,Macroprolactin
72680-2,MPRL,Macroprolactin
20660-7,MPTY,Plasma Tyrosine (MS)
32623-1,MPV," MPV"
32623-1,MPV," MPV"
32623-1,MPV," MPV"
38917-1,MPVP,Metapneumovirus RNA
38917-1,MPVP,Metapneumovirus RNA
38917-1,MPVP,Metapneumovirus RNA
32623-1,MPVU,MPV
13317-3,MRC2,Culture Result (site 2)
13317-3,MRCC,MRSA Culture Comment
35492-8,MRES,Rapid MRSA sceening result
14196-0,MRET,Manual Reticulocyte count(abs)
13317-3,MRG3,Culture Result (site 1)
13317-3,MRG3,Culture Result (site 1)
13317-3,MRG4,Culture Result (site 2)
13317-3,MRG4,Culture Result (site 2)
13317-3,MRG5,Culture Result (site 3)
13317-3,MRG5,Culture Result (site 3)
35492-8,MRP2,MRSA Result
13317-3,MRS1,MRSA Result
35492-8,MRS1,MRSA Result
35492-8,MRS2,Site of swab
35492-8,MRS4,MRSA Result
35492-8,MRS4,MRSA Result
35492-8,MRS6,Site 1:
35492-8,MRS7,Culture Result (site 1)
13317-3,MRS7,Culture Result (site 1)
13317-3,MRSC,MRSA Isolate
13317-3,MRSC,MRSA Isolate
17849-1,MRTP,Manual Reticulocyte count %
22705-8,MS1,"   Glucose"
20408-1,MS10,"   Leucocytes"
5794-3,MS11,"   Haemoglobin"
5770-3,MS2,"   Bilirubin"
2514-8,MS3,"   Ketones"
20409-9,MS5,"   Blood"
5803-2,MS6,"   pH"
20454-5,MS7,"   Protein"
5818-0,MS8,"   Urobilinogen"
5802-4,MS9,"   Nitrite"
73960-7,MSC,Mouth Swab C&S Report
73960-7,MSC,Mouth Swab C&S Report
63559-9,MSRB,SRP antibodies
LOC_ESO,MT,Medical Toxicology Screen
LOC_ESOGEN,MTH2,MTHFR COMMON C677T+A1298C MUTA
LOC_ESOGEN,MTHA,MTHFR A1298C mutation
21709-1,MTHF,MTHFR mutation
21709-1,MTHF,MTHFR mutation
21709-1,MTHF,MTHFR mutation
LOC_ESOGEN,MTHF,MTHFR mutation
28005-7,MTHF,MTHFR mutation
49781-8,MTM2,Anti-Mitochondrial M2 Abs
14836-1,MTX,Methotrexate
14836-1,MTX,Methotrexate
72665-3,MUCO,Cost
25418-5,MUM2,Mumps ab's IgG
25418-5,MUM2,Mumps ab's IgG
25418-5,MUM2,Mumps ab's IgG
25418-5,MUM2,Mumps ab's IgG
6478-2,MUMM,anti-Mumps virus IgM
6478-2,MUMM,anti-Mumps virus IgM
6478-2,MUMM,anti-Mumps virus IgM
47532-7,MUMP,anti-Mumps virus IgG
51716-9,MUSK,Anti MUSK Antibody
51716-9,MUSK,Anti MUSK Antibody
38362-0,MUSK,Anti MUSK Antibody
51716-9,MUSK,Anti MUSK Antibody
38362-0,MUSK,Anti MUSK Antibody
57744-5,MUSL,Striated Muscle Abs result
42216-2,MUSR,Tested by:
56743-8,MYAB,MYOSITIS AUTOANTIBODIES
LOC_ESO,MYCA,Mycoplasma Pneu IgM/IgA EIA
580-1,MYCC,Culture
687-4,MYCM,Mycoplasma/Ureaplasma
23905-3,MYCP,Mycophenolate
23905-3,MYCP,Mycophenolate
23905-3,MYCP,Mycophenolate
23905-3,MYCP,Mycophenolate
23754-5,MYCT,Mycoplasma serology test
LOC_ESOGEN,MYD2,Myotonic Dystrophy Type 2
748-4,MYEA,Myelocytes
32765-0,MYEA,Myelocytes
748-4,MYEL," Myelocytes    *"
748-4,MYEL," Myelocytes    *"
748-4,MYEL," Myelocytes    *"
5255-5,MYG,Mycoplasma pneumoniae IgG
5255-5,MYG,Mycoplasma pneumoniae IgG
5255-5,MYG,Mycoplasma pneumoniae IgG
5255-5,MYG,Mycoplasma pneumoniae IgG
69556-9,MYKU,Ku antibodies
21003-9,MYM,Microscopy
5256-3,MYM,Microscopy
5256-3,MYM,Microscopy
5256-3,MYM,Microscopy
5260-5,MYO,Urine myoglobin
2640-1,MYO,Urine myoglobin
LOC_ESO,MYOB,Anti-Myositis Blot
LOC_ESOGEN,MYOD,Myotonic Dystrophy Type 1
2639-3,MYOG,Myoglobin
2639-3,MYOG,Myoglobin
2639-3,MYOG,Myoglobin
56743-8,MYOS,Myositis Antibody Panel
56743-8,MYOS,Myositis Antibody Panel
56743-8,MYOS,Myositis Antibody Panel
2639-3,MYOU,Myoglobin (urine)
23905-3,MYPA,Mycophenolate
2951-2,NA,Sodium
2951-2,NA,Sodium
2951-2,NA,Sodium
2951-2,NA,Sodium
2951-2,NA,Sodium
2951-2,NA,Sodium
31533-3,NAB,Neuronal Antibodies
31533-3,NAB,Neuronal Antibodies
11089-0,NABC,Neuronal Antibodies - CSF
33354-2,NAG,NaGalase
33354-2,NAG,NaGalase
33354-2,NAG,NaGalase
48995-5,NAGC,Urine NAG:creatinine ratio
48995-5,NAGC,Urine NAG:creatinine ratio
48995-5,NAGC,Urine NAG:creatinine ratio
45024-7,NARC,Narcolepsy
22568-0,NASO,SO2
2956-1,NAX,Urine sodium output
32631-4,NBT,Nitroblue Tetrazolium
10992-6,NCLZ,Norclozapine
8251-1,NCOM,Comment
41001-9,NCOV,COVID-19 PCR
2161-8,NCRE,Creatinine
41001-9,NCVP,SARS CoV-2 RNA
41001-9,NCVP,SARS CoV-2 RNA
41001-9,NCVP,SARS CoV-2 RNA
41001-9,NCVP,SARS CoV-2 RNA
751-8,NE,Neutrophils
15066-4,NEFA,Non Esterified Fatty Acids
5244-9,NEI1,Measles ab's IgG
5244-9,NEI2,Measles ab's IgG
5244-9,NEI2,Measles ab's IgG
5244-9,NEI2,Measles ab's IgG
5244-9,NEI2,Measles ab's IgG
34908-4,NEOP,Neopterin RIA
34908-4,NEOP,Neopterin RIA
31533-3,NEU,Anti-neuronal Ab
31533-3,NEU,Anti-neuronal Ab
51924-9,NEUA,Anti-Neutrophil Antibodies
31533-3,NEUR,Neuronal ab's
751-8,NEUT," Neutrophils"
751-8,NEUT," Neutrophils"
751-8,NEUT," Neutrophils"
751-8,NEUT," Neutrophils"
751-8,NEUT," Neutrophils"
10525-4,NG,DIAGNOSTIC CYTOLOGY
70204-3,NHDL,Non-HDL Cholesterol
70204-3,NHDL,Non-HDL Cholesterol
18244-4,NIAC,Niacin
5702-6,NICK,Nickel (Serum)
6301-6,NINR,PT/INR - by iSTAT
73967-2,NIPT,Non-Invasive Prenatal Testing
785-6,NMCH,MCH
80221-5,NMDA,NMDA-receptor antibodies
80220-7,NMDA,NMDA-receptor antibodies
80221-5,NMDA,NMDA-receptor antibodies
80221-5,NMDA,NMDA-receptor antibodies
80220-7,NMDC,NMDA-receptor antibodies - CSF
6509-4,NMPC,N.meningitidis PCR
54905-5,NO1P,Norovirus G1 genome
54906-3,NO2P,Norovirus G2 genome
32358-4,NOCB,Oligoclonal bands
14852-8,NOR,Nortriptyline
59716-1,NORD,Nordiazepam
76628-7,NORO,Norovirus (stool)
76628-7,NORO,Norovirus (stool)
49117-5,NORO,Norovirus (stool)
76628-7,NORO,Norovirus (stool)
772-4,NR1,NRBC % (DO NOT REQUEST)
772-4,NR2,NRBC ABS (DO NOT REQUEST)
772-4,NRBC," Nucleated RBCs"
772-4,NRBC," Nucleated RBCs"
